"Deaths due to tuberculosis (per 100,000 people)"
"81"," Bosnia and Herzegovina","6.6","6.5","6.0","5.6","5.1","5.0","4.6","4.2","3.8"
"108"," Botswana","93.0","77.0","54.0","32.0","25.0","25.0","24.0","26.0","28.0"
"79"," Brazil","5.4","5.3","4.4","3.1","2.7","2.6","2.5","2.6","2.6"
"30"," Brunei Darussalam","2.1","2.3","4.9","3.4","3.7","1.2","3.5","3.5","3.6"
"56"," Bulgaria","2.5","4.2","4.2","3.6","2.7","2.4","2.3","2.3","2.1"
"185"," Burkina Faso","15.0","12.0","12.0","12.0","10.0","10.0","9.5","9.0","9.1"
"184"," Burundi","32.0","76.0","58.0","35.0","25.0","24.0","23.0","23.0","23.0"
"122"," Cabo Verde","","","8.2","7.7","5.8","5.4","3.8","5.2","5.3"
"143"," Cambodia","207.0","178.0","161.0","111.0","72.0","68.0","64.0","61.0","58.0"
"153"," Cameroon","17.0","49.0","68.0","53.0","39.0","36.0","35.0","34.0","31.0"
"10"," Canada","0.4","0.4","0.3","0.3","0.2","0.2","0.2","0.2","0.2"
"188"," Central African Republic","219.0","206.0","169.0","117.0","65.0","57.0","51.0","46.0","48.0"
"186"," Chad","19.0","30.0","32.0","29.0","25.0","24.0","23.0","21.0","23.0"
"38"," Chile","5.8","3.5","1.9","1.5","1.6","1.4","1.6","1.6","1.6"
"90"," China","19.0","14.0","8.7","5.7","3.8","3.5","3.3","3.0","2.8"
"95"," Colombia","4.9","3.9","3.2","2.4","2.0","1.9","1.8","1.6","1.5"
"160"," Comoros","11.0","8.7","7.5","8.7","7.4","7.7","7.5","7.5","7.5"
"135"," Congo","45.0","31.0","32.0","46.0","44.0","44.0","45.0","45.0","46.0"
"176"," Congo (Democratic Republic of the)","91.0","80.0","71.0","62.0","62.0","63.0","65.0","67.0","69.0"
"66"," Costa Rica","2.5","2.3","1.8","1.4","1.0","1.2","0.9","0.9","0.8"
"45"," Croatia","9.1","5.4","4.2","2.5","1.9","1.5","1.4","1.3","1.1"
"68"," Cuba","0.6","0.9","0.4","0.3","0.4","0.3","0.3","0.3","0.3"
"33"," Cyprus","0.6","0.6","0.0","0.4","0.1","0.2","0.3","0.3","0.4"
"28"," Czech Republic","1.9","0.9","1.2","0.7","0.4","0.5","0.3","0.6","0.6"
"5"," Denmark","1.1","0.5","0.4","0.4","0.7","0.3","0.4","0.4","0.4"
"172"," Djibouti","110.0","47.0","48.0","88.0","91.0","95.0","102.0","110.0","120.0"
"96"," Dominica","9.2","3.2","3.4","1.4","4.3","4.3","4.3","2.8","2.7"
"99"," Dominican Republic","14.0","13.0","8.8","6.5","6.4","5.8","5.1","4.3","3.9"
"89"," Ecuador","19.0","17.0","14.0","7.8","5.0","4.4","3.8","3.3","2.9"
"111"," Egypt","3.3","2.6","1.6","1.1","0.7","0.8","0.6","0.3","0.3"
"117"," El Salvador","4.9","3.9","2.9","1.9","1.8","1.3","1.6","1.9","1.9"
"135"," Equatorial Guinea","6.9","6.8","6.5","5.5","5.4","5.6","5.9","6.2","6.6"
"179"," Eritrea","35.0","27.0","23.0","20.0","16.0","17.0","19.0","17.0","14.0"
"30"," Estonia","4.5","10.0","7.9","3.7","2.8","2.8","2.4","2.3","2.1"
"174"," Ethiopia","81.0","107.0","99.0","65.0","42.0","38.0","36.0","35.0","33.0"
"91"," Fiji","5.9","4.8","3.0","3.7","3.0","3.7","4.2","4.0","4.7"
"23"," Finland","2.5","1.8","1.6","0.7","0.3","0.4","0.3","0.2","0.2"
"21"," France","1.8","1.4","1.1","0.7","0.6","0.6","0.6","0.6","0.6"
"109"," Gabon","55.0","70.0","109.0","112.0","73.0","66.0","58.0","51.0","55.0"
"173"," Gambia","18.0","19.0","23.0","23.0","21.0","21.0","20.0","20.0","18.0"
"70"," Georgia","8.9","8.2","7.7","3.8","5.5","6.4","6.6","7.2","6.6"
"4"," Germany","1.3","0.9","0.6","0.4","0.4","0.4","0.4","0.4","0.4"
"139"," Ghana","65.0","59.0","57.0","54.0","40.0","40.0","39.0","37.0","36.0"
"29"," Greece","1.6","1.2","0.8","0.9","0.7","0.7","1.0","1.0","1.0"
"79"," Grenada","0.0","0.0","0.0","2.0","1.0","1.0","1.0","0.5","0.4"
"125"," Guatemala","9.4","6.1","4.9","3.1","2.6","2.2","1.8","1.8","1.6"
"183"," Guinea","87.0","74.0","59.0","48.0","31.0","30.0","29.0","29.0","29.0"
"178"," Guinea-Bissau","61.0","62.0","67.0","65.0","63.0","64.0","69.0","70.0","63.0"
"127"," Guyana","7.5","9.2","13.0","17.0","20.0","17.0","18.0","21.0","21.0"
"163"," Haiti","41.0","46.0","47.0","42.0","30.0","26.0","24.0","22.0","20.0"
"130"," Honduras","6.4","5.0","3.7","2.3","1.1","1.6","1.2","1.0","0.9"
"12"," Hong Kong, China (SAR)","6.3","6.2","4.1","3.6","2.7","2.6","2.8","2.6","2.5"
"43"," Hungary","5.3","5.5","3.5","1.9","1.1","0.8","0.9","0.8","0.7"
"9"," Iceland","0.4","0.8","0.4","0.3","0.3","0.3","0.3","0.3","0.3"
"131"," India","38.0","38.0","38.0","35.0","26.0","24.0","21.0","19.0","17.0"
"113"," Indonesia","65.0","59.0","54.0","49.0","44.0","43.0","42.0","42.0","41.0"
"69"," Iran (Islamic Republic of)","5.0","5.4","3.8","3.1","3.1","3.2","3.3","3.4","3.5"
"121"," Iraq","5.7","4.7","3.8","3.2","2.6","2.5","2.4","2.3","2.2"
"8"," Ireland","1.4","1.0","0.9","0.4","0.6","0.6","0.5","0.5","0.4"
"19"," Israel","0.5","1.1","0.6","0.4","0.2","0.2","0.2","0.2","0.2"
"26"," Italy","1.1","1.2","0.9","0.6","0.5","0.5","0.5","0.5","0.4"
"94"," Jamaica","0.9","1.0","0.7","0.7","0.4","0.4","0.4","0.3","0.3"
"17"," Japan","3.1","2.6","2.2","1.9","1.8","1.8","1.8","1.8","1.8"
"86"," Jordan","1.2","1.2","0.7","0.6","0.5","0.3","0.3","0.3","0.3"
"56"," Kazakhstan","13.0","32.0","32.0","27.0","13.0","12.0","11.0","9.5","8.6"
"146"," Kenya","24.0","11.0","15.0","19.0","15.0","16.0","17.0","18.0","21.0"
"137"," Kiribati","105.0","37.0","15.0","52.0","14.0","33.0","31.0","50.0","49.0"
"0"," Korea (Democratic People's Rep. of)","104.0","107.0","104.0","84.0","41.0","35.0","30.0","25.0","20.0"
"18"," Korea (Republic of)","14.0","10.0","8.6","7.1","5.4","5.3","5.5","4.0","3.8"
"51"," Kuwait","0.6","1.4","0.8","1.0","1.2","0.6","0.8","0.2","0.2"
"120"," Kyrgyzstan","9.1","16.0","25.0","16.0","11.0","12.0","11.0","11.0","11.0"
"138"," Lao People's Democratic Republic","195.0","161.0","124.0","90.0","66.0","62.0","59.0","57.0","55.0"
"44"," Latvia","7.2","14.0","13.0","8.1","4.0","3.3","2.8","3.1","2.7"
"76"," Lebanon","1.8","1.0","0.5","0.7","1.5","1.6","0.9","1.7","1.6"
"160"," Lesotho","64.0","31.0","63.0","76.0","57.0","58.0","55.0","55.0","64.0"
"177"," Liberia","41.0","58.0","59.0","53.0","51.0","54.0","58.0","63.0","68.0"
"102"," Libya","13.0","6.5","5.3","3.6","5.4","5.7","6.9","8.3","9.7"
"37"," Lithuania","7.0","14.0","11.0","11.0","7.1","7.0","8.5","8.0","7.7"
"20"," Luxembourg","0.6","0.0","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"158"," Madagascar","148.0","101.0","79.0","65.0","55.0","53.0","52.0","51.0","51.0"
"170"," Malawi","27.0","19.0","18.0","19.0","14.0","15.0","18.0","18.0","17.0"
"59"," Malaysia","7.1","6.6","6.9","5.8","6.3","6.7","7.1","7.5","8.0"
"105"," Maldives","37.0","17.0","5.2","2.0","2.4","2.0","2.2","2.3","2.3"
"175"," Mali","17.0","15.0","14.0","12.0","10.0","10.0","11.0","11.0","11.0"
"33"," Malta","0.3","0.3","0.3","0.3","0.3","0.7","0.2","0.3","0.3"
"0"," Marshall Islands","2.0","24.0","2.4","29.0","80.0","24.0","32.0","40.0","38.0"
"157"," Mauritania","97.0","72.0","52.0","37.0","28.0","26.0","24.0","23.0","22.0"
"64"," Mauritius","2.7","1.1","0.5","1.2","1.0","1.5","1.1","1.3","1.3"
"77"," Mexico","7.8","5.6","3.4","2.5","2.1","2.1","1.8","1.7","1.7"
"127"," Micronesia (Federated States of)","26.0","85.0","81.0","58.0","31.0","26.0","20.0","15.0","16.0"
"107"," Moldova (Republic of)","5.6","11.0","17.0","18.0","14.0","12.0","12.0","8.7","7.8"
"0"," Monaco","0.2","0.2","0.1","0.1","0.2","0.2","0.2","0.2","0.2"
"92"," Mongolia","20.0","12.0","6.5","3.5","3.2","3.0","2.7","2.4","2.2"
"48"," Montenegro","","","","0.6","0.2","0.3","0.1","0.6","0.6"
"123"," Morocco","26.0","25.0","12.0","10.0","10.0","8.1","8.4","8.3","7.9"
"181"," Mozambique","123.0","134.0","105.0","75.0","64.0","64.0","64.0","72.0","67.0"
"145"," Myanmar","150.0","153.0","133.0","80.0","53.0","51.0","50.0","51.0","53.0"
"125"," Namibia","32.0","62.0","83.0","93.0","79.0","79.0","77.0","71.0","63.0"
"0"," Nauru","6.6","4.2","7.2","27.0","5.6","1.7","1.6","5.8","6.0"
"144"," Nepal","54.0","34.0","21.0","18.0","18.0","18.0","18.0","18.0","17.0"
"7"," Netherlands","0.1","0.3","0.2","0.2","0.2","0.1","0.1","0.1","0.1"
"13"," New Zealand","0.6","0.6","0.3","0.1","0.3","0.1","0.1","0.1","0.1"
"124"," Nicaragua","11.0","9.0","6.5","5.5","4.6","3.6","3.4","3.4","3.4"
"187"," Niger","134.0","95.0","56.0","33.0","21.0","20.0","19.0","18.0","18.0"
"152"," Nigeria","94.0","95.0","96.0","93.0","93.0","92.0","95.0","97.0","97.0"
"1"," Norway","0.4","0.5","0.2","0.2","0.2","0.1","0.1","0.1","0.1"
"52"," Oman","1.7","1.0","0.9","0.8","0.8","0.7","0.7","0.6","0.6"
"147"," Pakistan","69.0","69.0","69.0","64.0","33.0","30.0","28.0","27.0","26.0"
"60"," Palau","4.9","6.3","21.0","4.8","22.0","5.6","5.2","1.3","1.2"
"114"," Palestine, State of","0.5","1.1","0.6","0.4","0.2","0.2","0.2","0.2","0.2"
"60"," Panama","5.7","7.6","6.7","6.7","5.6","4.8","5.7","5.6","5.5"
"154"," Papua New Guinea","136.0","102.0","86.0","87.0","75.0","69.0","61.0","52.0","40.0"
"110"," Paraguay","4.7","4.8","4.4","4.8","4.0","3.5","3.0","3.0","2.9"
"87"," Peru","34.0","26.0","14.0","9.8","8.2","7.2","7.1","6.8","7.2"
"116"," Philippines","55.0","50.0","40.0","35.0","26.0","22.0","19.0","15.0","10.0"
"36"," Poland","3.8","3.1","2.9","2.2","1.6","1.8","1.7","1.5","1.4"
"41"," Portugal","3.1","3.5","2.9","1.9","1.2","1.4","1.4","1.2","1.2"
"33"," Qatar","2.6","3.3","1.6","0.1","0.1","0.2","0.2","0.2","0.1"
"50"," Romania","6.8","11.0","9.6","8.4","7.4","6.5","6.3","5.9","5.5"
"49"," Russian Federation","8.3","16.0","21.0","24.0","16.0","15.0","13.0","12.0","11.0"
"159"," Rwanda","6.7","5.1","5.1","6.4","6.8","6.6","6.4","6.3","6.4"
"74"," Saint Kitts and Nevis","0.0","2.4","2.4","2.2","2.5","2.4","2.4","2.6","2.7"
"92"," Saint Lucia","4.0","8.3","0.8","3.9","0.7","0.7","0.7","2.3","2.4"
"99"," Saint Vincent and the Grenadines","1.0","3.8","3.3","0.9","5.7","4.8","3.8","0.9","1.0"
"104"," Samoa","4.8","4.1","3.1","2.3","3.4","3.4","3.4","3.1","3.4"
"0"," San Marino","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"142"," Sao Tome and Principe","34.0","28.0","21.0","15.0","12.0","11.0","9.3","7.2","7.3"
"38"," Saudi Arabia","2.9","3.4","3.6","3.3","3.0","2.8","2.5","2.3","2.1"
"162"," Senegal","28.0","30.0","30.0","24.0","21.0","21.0","21.0","21.0","21.0"
"66"," Serbia","","","","3.0","1.8","1.6","1.7","1.4","1.4"
"63"," Seychelles","4.3","1.8","2.6","2.5","0.0","1.1","0.0","0.0","0.0"
"179"," Sierra Leone","99.0","93.0","87.0","71.0","51.0","48.0","46.0","45.0","45.0"
"5"," Singapore","4.0","3.6","3.2","1.8","2.0","1.7","1.5","1.2","1.0"
"40"," Slovakia","2.1","1.6","1.0","0.9","0.6","0.6","0.5","0.5","0.5"
"25"," Slovenia","2.6","1.6","0.9","0.9","0.9","0.9","0.8","0.8","0.8"
"156"," Solomon Islands","87.0","67.0","51.0","31.0","18.0","16.0","15.0","14.0","13.0"
"0"," Somalia","110.0","100.0","82.0","63.0","66.0","67.0","68.0","69.0","67.0"
"119"," South Africa","47.0","47.0","68.0","75.0","59.0","55.0","51.0","47.0","44.0"
"181"," South Sudan","","","","","","30.0","29.0","34.0","29.0"
"27"," Spain","2.3","1.6","1.0","0.8","0.7","0.5","0.5","0.5","0.5"
"73"," Sri Lanka","7.2","9.0","10.0","7.2","5.9","6.0","6.1","6.2","6.1"
"165"," Sudan","50.0","31.0","28.0","23.0","22.0","23.0","23.0","22.0","21.0"
"97"," Suriname","3.3","3.5","1.2","1.8","3.2","2.5","2.5","2.2","2.1"
"148"," Swaziland","43.0","24.0","35.0","48.0","45.0","49.0","49.0","49.0","51.0"
"14"," Sweden","0.5","0.3","0.2","0.2","0.2","0.1","0.2","0.3","0.3"
"2"," Switzerland","1.3","0.7","0.5","0.3","0.3","0.2","0.1","0.1","0.1"
"149"," Syrian Arab Republic","0.7","0.5","0.2","0.2","0.1","0.1","0.1","0.1","0.1"
"129"," Tajikistan","6.4","12.0","20.0","14.0","5.7","4.7","4.0","3.6","3.3"
"151"," Tanzania (United Republic of)","90.0","77.0","76.0","83.0","80.0","75.0","69.0","59.0","58.0"
"87"," Thailand","19.0","15.0","24.0","18.0","12.0","12.0","11.0","11.0","11.0"
"82"," The former Yugoslav Republic of Macedonia","5.0","5.1","5.2","3.3","1.7","1.0","2.6","2.7","2.3"
"133"," Timor-Leste","","","","68.0","41.0","50.0","61.0","76.0","94.0"
"166"," Togo","9.0","7.3","6.6","9.0","11.0","10.0","10.0","9.7","8.8"
"101"," Tonga","5.4","5.5","4.7","3.7","2.5","2.4","2.3","2.2","2.1"
"65"," Trinidad and Tobago","2.6","2.8","1.9","1.4","1.9","1.9","1.9","1.9","2.0"
"97"," Tunisia","2.2","2.7","2.1","1.9","2.2","2.1","2.0","1.9","2.0"
"71"," Turkey","6.2","4.0","3.2","1.5","0.7","0.9","0.8","0.7","0.6"
"111"," Turkmenistan","15.0","18.0","27.0","22.0","9.6","7.7","6.0","4.7","3.4"
"0"," Tuvalu","108.0","81.0","76.0","55.0","13.0","4.6","39.0","32.0","14.0"
"163"," Uganda","52.0","48.0","46.0","29.0","17.0","15.0","13.0","12.0","12.0"
"84"," Ukraine","9.7","15.0","23.0","26.0","17.0","16.0","16.0","14.0","13.0"
"42"," United Arab Emirates","2.3","2.3","2.3","0.6","0.5","0.4","0.4","0.3","0.3"
"16"," United Kingdom","0.8","0.9","0.7","0.7","0.5","0.5","0.5","0.5","0.5"
"10"," United States","0.7","0.5","0.3","0.2","0.2","0.2","0.2","0.2","0.1"
"54"," Uruguay","2.7","2.4","2.1","1.7","1.3","1.4","1.5","1.6","1.7"
"105"," Uzbekistan","8.3","12.0","18.0","14.0","11.0","10.0","9.8","9.4","9.1"
"134"," Vanuatu","7.0","8.4","17.0","15.0","11.0","9.7","8.8","7.9","7.9"
"71"," Venezuela (Bolivarian Republic of)","4.3","3.7","2.7","2.4","1.9","1.8","1.8","1.8","1.8"
"115"," Viet Nam","53.0","42.0","34.0","27.0","22.0","21.0","20.0","19.0","18.0"
"168"," Yemen","40.0","26.0","21.0","16.0","7.9","6.9","6.0","5.2","4.4"
"139"," Zambia","85.0","67.0","44.0","29.0","24.0","31.0","33.0","33.0","32.0"
"154"," Zimbabwe","40.0","16.0","17.0","22.0","15.0","16.0","15.0","13.0","15.0"
""
